Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
skin	bd_ctl	down	comp357450	CLN5_BOVIN	"Ceroid-lipofuscinosis neuronal protein 5 (Protein CLN5) [Cleaved into: Ceroid-lipofuscinosis neuronal protein 5, secreted form]"	-2.56086025	2.791949607	13.57895531	0.000228736	0.040361605	"GO:1904426, GO:0007042, GO:0006465, GO:0007601, GO:0042147, GO:0070085, GO:0005829, GO:0005775, GO:0005537"	"BP, BP, BP, BP, BP, BP, CC, CC, MF"	"positive regulation of GTP binding, lysosomal lumen acidification, signal peptide processing, visual perception, retrograde transport, endosome to Golgi, glycosylation, cytosol, vacuolar lumen, mannose binding "	mannose
skin	bd_ctl	up	comp364402	TAP1_GORGO	Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide transporter TAP1)	2.085057839	4.45E+00	17.47174027	2.92E-05	0.015166037	"GO:0002474, GO:0002478, GO:0042287, GO:1904680"	"BP, BP, MF, MF"	"antigen processing and presentation of peptide antigen via MHC class I, antigen processing and presentation of exogenous peptide antigen, MHC protein binding, peptide transmembrane transporter activity "	antigen
skin	bd_ctl	up	comp365038	HMR1_PONAB	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein)	1.594677313	8.554564873	14.6395239	0.000130156	0.031458708	"GO:0042742, GO:0002474, GO:0045087, GO:0002367, GO:0032620, GO:0006952, GO:0050829, GO:0042612"	"BP, BP, BP, BP, BP, BP, BP, CC"	"defense response to bacterium, antigen processing and presentation of peptide antigen via MHC class I, innate immune response, cytokine production involved in immune response, interleukin-17 production, defense response, defense response to Gram-negative bacterium, MHC class I protein complex "	antigen
skin	bd_ctl	up	comp362755	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD antigen CD74)	2.024730485	7.12148275	13.80631499	0.000202654	0.037783487	"GO:0002577, GO:0002478, GO:0046598, GO:0002367, GO:2000341, GO:0045060, GO:0002606, GO:0016032, GO:0060907, GO:0002830, GO:0045059, GO:0045655, GO:0002903, GO:0043518, GO:0008152, GO:0070374, GO:1902166, GO:0006952, GO:0002763, GO:0045581, GO:0001516, GO:0030593, GO:0032103, GO:0051085, GO:0012506, GO:0005576, GO:0042613, GO:0071556, GO:0030669, GO:0042287, GO:0023026, GO:0042609, GO:0050998, GO:0044183"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, MF, MF, MF, MF, MF"	"regulation of antigen processing and presentation, antigen processing and presentation of exogenous peptide antigen, positive regulation of viral entry into host_cell, cytokine production involved in immune response, regulation of chemokine (C-X-C motif) ligand 2 production, negative thymic t_cell selection, positive regulation of dendritic cell antigen processing and presentation, viral process, positive regulation of macrophage cytokine production, positive regulation of type 2 immune response, positive thymic t_cell selection, regulation of monocyte differentiation, negative regulation of b_cell apoptotic process, negative regulation of DNA damage response, signal transduction by p53 class mediator, metabolic process, positive regulation of ERK1 and ERK2 cascade, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, defense response, positive regulation of myeloid leukocyte differentiation, negative regulation of t_cell differentiation, prostaglandin biosynthetic process, neutrophil chemotaxis, positive regulation of response to external stimulus, chaperone cofactor-dependent protein refolding, vesicle membrane, extracellular region, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, clathrin-coated endocytic vesicle membrane, MHC protein binding, MHC class II protein complex binding, CD4 receptor binding, nitric-oxide synthase binding, protein binding involved in protein folding "	antigen
skin	bd_ctl	up	comp360092	B2MG_ICTPU	Beta-2-microglobulin	1.608061306	9.643346522	13.63237833	0.000222318	0.040301428	"GO:0002474, GO:0042612, GO:0005576"	"BP, CC, CC"	"antigen processing and presentation of peptide antigen via MHC class I, MHC class I protein complex, extracellular region "	antigen
skin	bd_ctl	up	comp354790	TPSNR_HUMAN	Tapasin-related protein (TAPASIN-R) (TAP-binding protein-like) (TAP-binding protein-related protein) (TAPBP-R) (Tapasin-like)	1.987340225	3.073456487	13.1929398	0.000281006	0.046279304	"GO:0002474, GO:0002577"	"BP, BP"	"antigen processing and presentation of peptide antigen via MHC class I, regulation of antigen processing and presentation "	antigen
skin	bd_ctl	up	comp362755	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD antigen CD74)	2.024730485	7.12148275	13.80631499	0.000202654	0.037783487	"GO:0002577, GO:0002478, GO:0046598, GO:0002367, GO:2000341, GO:0045060, GO:0002606, GO:0016032, GO:0060907, GO:0002830, GO:0045059, GO:0045655, GO:0002903, GO:0043518, GO:0008152, GO:0070374, GO:1902166, GO:0006952, GO:0002763, GO:0045581, GO:0001516, GO:0030593, GO:0032103, GO:0051085, GO:0012506, GO:0005576, GO:0042613, GO:0071556, GO:0030669, GO:0042287, GO:0023026, GO:0042609, GO:0050998, GO:0044183"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, MF, MF, MF, MF, MF"	"regulation of antigen processing and presentation, antigen processing and presentation of exogenous peptide antigen, positive regulation of viral entry into host_cell, cytokine production involved in immune response, regulation of chemokine (C-X-C motif) ligand 2 production, negative thymic t_cell selection, positive regulation of dendritic cell antigen processing and presentation, viral process, positive regulation of macrophage cytokine production, positive regulation of type 2 immune response, positive thymic t_cell selection, regulation of monocyte differentiation, negative regulation of b_cell apoptotic process, negative regulation of DNA damage response, signal transduction by p53 class mediator, metabolic process, positive regulation of ERK1 and ERK2 cascade, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, defense response, positive regulation of myeloid leukocyte differentiation, negative regulation of t_cell differentiation, prostaglandin biosynthetic process, neutrophil chemotaxis, positive regulation of response to external stimulus, chaperone cofactor-dependent protein refolding, vesicle membrane, extracellular region, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, clathrin-coated endocytic vesicle membrane, MHC protein binding, MHC class II protein complex binding, CD4 receptor binding, nitric-oxide synthase binding, protein binding involved in protein folding "	b_cell
skin	bd_ctl	up	comp364838	LYSC_ALLNI	"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)"	2.847387326	7.39E+00	27.42081189	1.64E-07	0.00046206	"GO:0042742, GO:0019835, GO:0008152, GO:0006952, GO:0061783, GO:0004553"	"BP, BP, BP, BP, MF, MF"	"defense response to bacterium, cytolysis, metabolic process, defense response, peptidoglycan muralytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds "	bacteri
skin	bd_ctl	up	comp1508531	NOS2_CHICK	"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)"	6.492313842	3.04E+00	17.27162183	3.24E-05	0.015617088	"GO:0042742, GO:0006527, GO:0009725, GO:0018119, GO:0032310, GO:0007263, GO:0072606, GO:0032496, GO:0051349, GO:0031281, GO:1900015, GO:1900373, GO:0072604, GO:0045776, GO:0006809, GO:0008152, GO:0006952, GO:0012506, GO:0003958, GO:0010181, GO:0016709, GO:0050661, GO:0050660, GO:0020037"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF, MF, MF, MF, MF"	"defense response to bacterium, arginine catabolic process, response to hormone, peptidyl-cysteine S-nitrosylation, prostaglandin secretion, nitric oxide mediated signal transduction, interleukin-8 secretion, response to lipopolysaccharide, positive regulation of lyase activity, positive regulation of cyclase activity, regulation of cytokine production involved in inflammatory response, positive regulation of purine nucleotide biosynthetic process, interleukin-6 secretion, negative regulation of blood pressure, nitric oxide biosynthetic process, metabolic process, defense response, vesicle membrane, NADPH-hemoprotein reductase activity, FMN binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, NADP binding, flavin adenine dinucleotide binding, heme binding "	bacteri
skin	bd_ctl	up	comp356185	LYG_CHICK	"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)"	3.649996967	8.82E+00	15.41355945	8.64E-05	0.026259354	"GO:0042742, GO:0009253, GO:0019835, GO:0016998, GO:0008152, GO:0006952, GO:0005576, GO:0061783, GO:0004553"	"BP, BP, BP, BP, BP, BP, CC, MF, MF"	"defense response to bacterium, peptidoglycan catabolic process, cytolysis, cell wall macromolecule catabolic process, metabolic process, defense response, extracellular region, peptidoglycan muralytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds "	bacteri
skin	bd_ctl	up	comp334643	ANGI_MOUSE	Angiogenin (EC 3.1.27.-) (Angiogenin-1) (Ribonuclease 5) (RNase 5)	2.790539005	2.67E+00	15.30280098	9.16E-05	0.027383125	"GO:0042742, GO:0009725, GO:0050832, GO:0045087, GO:0001878, GO:0006651, GO:0019731, GO:0001666, GO:0061844, GO:0007202, GO:0008152, GO:0017148, GO:0032148, GO:0006952, GO:0005576, GO:0031012, GO:0004519, GO:0008201, GO:0004540"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"defense response to bacterium, response to hormone, defense response to fungus, innate immune response, response to yeast, diacylglycerol biosynthetic process, antibacterial humoral response, response to hypoxia, antimicrobial humoral immune response mediated by antimicrobial peptide, activation of phospholipase C activity, metabolic process, negative regulation of translation, activation of protein kinase B activity, defense response, extracellular region, extracellular matrix, endonuclease activity, heparin binding, ribonuclease activity "	bacteri
skin	bd_ctl	up	comp365038	HMR1_PONAB	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein)	1.594677313	8.554564873	14.6395239	0.000130156	0.031458708	"GO:0042742, GO:0002474, GO:0045087, GO:0002367, GO:0032620, GO:0006952, GO:0050829, GO:0042612"	"BP, BP, BP, BP, BP, BP, BP, CC"	"defense response to bacterium, antigen processing and presentation of peptide antigen via MHC class I, innate immune response, cytokine production involved in immune response, interleukin-17 production, defense response, defense response to Gram-negative bacterium, MHC class I protein complex "	bacteri
skin	bd_ctl	up	comp295401	NOS2_CHICK	"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)"	5.338170202	4.601488689	14.29937333	0.000155917	0.035015719	"GO:0042742, GO:0006527, GO:0009725, GO:0018119, GO:0032310, GO:0007263, GO:0072606, GO:0032496, GO:0051349, GO:0031281, GO:1900015, GO:1900373, GO:0072604, GO:0045776, GO:0006809, GO:0008152, GO:0006952, GO:0012506, GO:0003958, GO:0010181, GO:0016709, GO:0050661, GO:0050660, GO:0020037"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF, MF, MF, MF, MF"	"defense response to bacterium, arginine catabolic process, response to hormone, peptidyl-cysteine S-nitrosylation, prostaglandin secretion, nitric oxide mediated signal transduction, interleukin-8 secretion, response to lipopolysaccharide, positive regulation of lyase activity, positive regulation of cyclase activity, regulation of cytokine production involved in inflammatory response, positive regulation of purine nucleotide biosynthetic process, interleukin-6 secretion, negative regulation of blood pressure, nitric oxide biosynthetic process, metabolic process, defense response, vesicle membrane, NADPH-hemoprotein reductase activity, FMN binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, NADP binding, flavin adenine dinucleotide binding, heme binding "	bacteri
skin	bd_ctl	up	comp349545	PGRP1_BOSIN	Peptidoglycan recognition protein 1	2.647589121	7.085938241	13.65852951	0.000219243	0.040119462	"GO:0042742, GO:0009253, GO:0050832, GO:0045087, GO:0008152, GO:0031640, GO:0006952, GO:0005576, GO:0061783, GO:0042834"	"BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"defense response to bacterium, peptidoglycan catabolic process, defense response to fungus, innate immune response, metabolic process, killing of cells of other organism, defense response, extracellular region, peptidoglycan muralytic activity, peptidoglycan binding "	bacteri
skin	bd_ctl	up	comp360778	IRF8_HUMAN	Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP)	1.958816592	2.888588646	12.99091146	0.000313007	0.049886684	"GO:0042742, GO:0032496, GO:0045087, GO:0071346, GO:0044130, GO:0071222, GO:0008152, GO:0042832, GO:0032735, GO:0006952"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"defense response to bacterium, response to lipopolysaccharide, innate immune response, cellular response to interferon-gamma, negative regulation of growth of symbiont in host, cellular response to lipopolysaccharide, metabolic process, defense response to protozoan, positive regulation of interleukin-12 production, defense response "	bacteri
skin	bd_ctl	up	comp273963	CCL5_RAT	C-C motif chemokine 5 (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	2.958939712	1.694822224	15.0710044	0.000103542	0.027474836	"GO:0071347, GO:0009725, GO:0032496, GO:0045087, GO:0071356, GO:0071346, GO:0071222, GO:0072683, GO:0002551, GO:0001660, GO:0050904, GO:0010820, GO:0071447, GO:0045672, GO:0002544, GO:0071361, GO:0008152, GO:0034612, GO:0002675, GO:0070374, GO:0031269, GO:0071295, GO:0009651, GO:0043278, GO:0006952, GO:0071402, GO:0002763, GO:0043200, GO:0071312, GO:0030593, GO:0032103, GO:0002548, GO:0005576, GO:0008009, GO:0008201"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"cellular response to interleukin-1, response to hormone, response to lipopolysaccharide, innate immune response, cellular response to tumor_necrosis factor, cellular response to interferon-gamma, cellular response to lipopolysaccharide, t_cell extravasation, mast_cell chemotaxis, fever generation, diapedesis, positive regulation of t_cell chemotaxis, cellular response to hydroperoxide, positive regulation of osteoclast differentiation, chronic inflammatory response, cellular response to ethanol, metabolic process, response to tumor_necrosis factor, positive regulation of acute inflammatory response, positive regulation of ERK1 and ERK2 cascade, pseudopodium assembly, cellular response to vitamin, response to salt stress, response to morphine, defense response, cellular response to lipoprotein particle stimulus, positive regulation of myeloid leukocyte differentiation, response to amino acid, cellular response to alkaloid, neutrophil chemotaxis, positive regulation of response to external stimulus, monocyte chemotaxis, extracellular region, chemokine activity, heparin binding "	chemokine
