Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp332746	NA	NA	NA	3.926470325	3.322598625	15.77158855	7.15E-05	0.023939261	NA	NA	NA	skin	bd_ctl	up
comp361789	Aif1l	AIF1L_MOUSE	Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2)	3.864659065	5.793313993	23.77446942	1.08E-06	0.001427015	NA	NA	NA	skin	bd_ctl	up
comp351742	NA	NA	NA	3.795609981	8.651762013	13.48732747	0.00024018	0.041637526	NA	NA	NA	skin	bd_ctl	up
comp718124	NA	NA	NA	3.684837486	1.142522294	15.05033698	0.000104682	0.027474836	NA	NA	NA	skin	bd_ctl	up
comp356185	NA	LYG_CHICK	"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)"	3.649996967	8.816880096	15.41355945	8.64E-05	0.026259354	"GO:0042742, GO:0009253, GO:0019835, GO:0016998, GO:0008152, GO:0006952, GO:0005576, GO:0061783, GO:0004553"	"BP, BP, BP, BP, BP, BP, CC, MF, MF"	"defense response to bacterium, peptidoglycan catabolic process, cytolysis, cell wall macromolecule catabolic process, metabolic process, defense response, extracellular region, peptidoglycan muralytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds"	skin	bd_ctl	up
comp361227	ACOD1	IRG1_HUMAN	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	3.572640899	2.398408565	14.51372509	0.000139142	0.032549851	"GO:0071347, GO:0009725, GO:0032496, GO:0045824, GO:0032480, GO:0045087, GO:0071356, GO:0071346, GO:0002759, GO:0072573, GO:0071222, GO:0071393, GO:0034136, GO:0019541, GO:0034144, GO:0002922, GO:0035458, GO:0008152, GO:0034612, GO:0006952, GO:0032103, GO:0002833"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"cellular response to interleukin-1, response to hormone, response to lipopolysaccharide, negative regulation of innate immune response, negative regulation of type I interferon production, innate immune response, cellular response to tumor necrosis factor, cellular response to interferon-gamma, regulation of antimicrobial humoral response, tolerance induction to lipopolysaccharide, cellular response to lipopolysaccharide, cellular response to progesterone stimulus, negative regulation of toll-like receptor 2 signaling pathway, propionate metabolic process, negative regulation of toll-like receptor 4 signaling pathway, positive regulation of humoral immune response, cellular response to interferon-beta, metabolic process, response to tumor necrosis factor, defense response, positive regulation of response to external stimulus, positive regulation of response to biotic stimulus"	skin	bd_ctl	up
comp356446	ANG2	ANG2_BOVIN	Angiogenin-2 (EC 3.1.27.-)	3.537991864	8.196304125	24.98840589	5.77E-07	0.000949877	"GO:0008152, GO:0017148, GO:0005576, GO:0004519, GO:0004540"	"BP, BP, CC, MF, MF"	"metabolic process, negative regulation of translation, extracellular region, endonuclease activity, ribonuclease activity"	skin	bd_ctl	up
comp343230	NA	NA	NA	3.521439714	1.244504882	18.69224044	1.54E-05	0.009199156	NA	NA	NA	skin	bd_ctl	up
comp276098	NA	NA	NA	3.359004359	1.585474612	14.62815009	0.000130944	0.031458708	NA	NA	NA	skin	bd_ctl	up
comp203800	UOX	URIC_CANLF	Uricase (EC 1.7.3.3) (Urate oxidase)	3.316457345	3.666785098	21.58607773	3.38E-06	0.003183712	"GO:0046415, GO:0008152"	"BP, BP"	"urate metabolic process, metabolic process"	skin	bd_ctl	up
comp301339	NA	NA	NA	3.286922037	0.739889943	13.45179891	0.000244771	0.041994897	NA	NA	NA	skin	bd_ctl	up
comp361774	IRF1	IRF1_CHICK	Interferon regulatory factor 1 (IRF-1)	3.254627102	3.885437816	31.02149558	2.55E-08	0.000168108	NA	NA	NA	skin	bd_ctl	up
comp361829	NA	NA	NA	3.193271862	2.288444249	18.15109625	2.04E-05	0.011860818	NA	NA	NA	skin	bd_ctl	up
comp353066	Mmp3	MMP3_RAT	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (PTR1 protein) (Transin-1)	3.171952934	2.364861755	13.93785609	0.000188954	0.03697332	"GO:0071347, GO:0009725, GO:0032496, GO:0030574, GO:0071460, GO:0001666, GO:0008152, GO:0034612, GO:0043200, GO:0005576, GO:0031012, GO:0004222"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF"	"cellular response to interleukin-1, response to hormone, response to lipopolysaccharide, collagen catabolic process, cellular response to cell-matrix adhesion, response to hypoxia, metabolic process, response to tumor necrosis factor, response to amino acid, extracellular region, extracellular matrix, metalloendopeptidase activity"	skin	bd_ctl	up
comp355895	ERVV-1	ERVV1_HUMAN	Endogenous retrovirus group V member 1 Env polyprotein (HERV-V_19q13.41 provirus ancestral Env polyprotein 1)	3.171262298	1.277643601	22.82403905	1.78E-06	0.002084371	NA	NA	NA	skin	bd_ctl	up
comp352676	NA	NA	NA	3.131729578	1.985404478	15.25216086	9.41E-05	0.027383125	NA	NA	NA	skin	bd_ctl	up
comp362785	NA	NA	NA	3.111252889	4.658081498	18.87413249	1.40E-05	0.009199156	NA	NA	NA	skin	bd_ctl	up
comp339831	NA	NA	NA	3.022021921	0.989631262	15.00817198	0.000107047	0.027474836	NA	NA	NA	skin	bd_ctl	up
comp355668	NA	NA	NA	3.013042658	6.775933033	20.47872566	6.03E-06	0.004965268	NA	NA	NA	skin	bd_ctl	up
comp346879	NA	NA	NA	2.993587013	2.392509033	19.21521669	1.17E-05	0.008388401	NA	NA	NA	skin	bd_ctl	up
comp273963	Ccl5	CCL5_RAT	C-C motif chemokine 5 (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	2.958939712	1.694822224	15.0710044	0.000103542	0.027474836	"GO:0071347, GO:0009725, GO:0032496, GO:0045087, GO:0071356, GO:0071346, GO:0071222, GO:0072683, GO:0002551, GO:0001660, GO:0050904, GO:0010820, GO:0071447, GO:0045672, GO:0002544, GO:0071361, GO:0008152, GO:0034612, GO:0002675, GO:0070374, GO:0031269, GO:0071295, GO:0009651, GO:0043278, GO:0006952, GO:0071402, GO:0002763, GO:0043200, GO:0071312, GO:0030593, GO:0032103, GO:0002548, GO:0005576, GO:0008009, GO:0008201"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"cellular response to interleukin-1, response to hormone, response to lipopolysaccharide, innate immune response, cellular response to tumor necrosis factor, cellular response to interferon-gamma, cellular response to lipopolysaccharide, T cell extravasation, mast cell chemotaxis, fever generation, diapedesis, positive regulation of T cell chemotaxis, cellular response to hydroperoxide, positive regulation of osteoclast differentiation, chronic inflammatory response, cellular response to ethanol, metabolic process, response to tumor necrosis factor, positive regulation of acute inflammatory response, positive regulation of ERK1 and ERK2 cascade, pseudopodium assembly, cellular response to vitamin, response to salt stress, response to morphine, defense response, cellular response to lipoprotein particle stimulus, positive regulation of myeloid leukocyte differentiation, response to amino acid, cellular response to alkaloid, neutrophil chemotaxis, positive regulation of response to external stimulus, monocyte chemotaxis, extracellular region, chemokine activity, heparin binding"	skin	bd_ctl	up
comp337089	NA	NA	NA	2.946466787	2.944669888	15.16219793	9.87E-05	0.027454154	NA	NA	NA	skin	bd_ctl	up
comp339056	Dleu7	LEU7_MOUSE	Leukemia-associated protein 7 homolog (Deleted in lymphocytic leukemia 7 homolog)	2.8797926	4.052336719	16.28014246	5.46E-05	0.020830806	NA	NA	NA	skin	bd_ctl	up
comp1121031	NA	NA	NA	2.878418928	0.646349356	14.3437682	0.000152283	0.034592727	NA	NA	NA	skin	bd_ctl	up
comp283143	NA	NA	NA	2.847721929	1.635845631	16.91972525	3.90E-05	0.016308269	NA	NA	NA	skin	bd_ctl	up
comp364838	LYZ	LYSC_ALLNI	"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)"	2.847387326	7.386648187	27.42081189	1.64E-07	0.00046206	"GO:0042742, GO:0019835, GO:0008152, GO:0006952, GO:0061783, GO:0004553"	"BP, BP, BP, BP, MF, MF"	"defense response to bacterium, cytolysis, metabolic process, defense response, peptidoglycan muralytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds"	skin	bd_ctl	up
comp363575	Pol	LORF2_MOUSE	LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]	2.827146156	2.519169327	15.20006092	9.67E-05	0.027454154	"GO:0008152, GO:0004519"	"BP, MF"	"metabolic process, endonuclease activity"	skin	bd_ctl	up
comp360461	NA	NA	NA	2.816028372	9.580563723	17.00751137	3.72E-05	0.016082382	NA	NA	NA	skin	bd_ctl	up
comp334643	Ang	ANGI_MOUSE	Angiogenin (EC 3.1.27.-) (Angiogenin-1) (Ribonuclease 5) (RNase 5)	2.790539005	2.674088523	15.30280098	9.16E-05	0.027383125	"GO:0042742, GO:0009725, GO:0050832, GO:0045087, GO:0001878, GO:0006651, GO:0019731, GO:0001666, GO:0061844, GO:0007202, GO:0008152, GO:0017148, GO:0032148, GO:0006952, GO:0005576, GO:0031012, GO:0004519, GO:0008201, GO:0004540"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF"	"defense response to bacterium, response to hormone, defense response to fungus, innate immune response, response to yeast, diacylglycerol biosynthetic process, antibacterial humoral response, response to hypoxia, antimicrobial humoral immune response mediated by antimicrobial peptide, activation of phospholipase C activity, metabolic process, negative regulation of translation, activation of protein kinase B activity, defense response, extracellular region, extracellular matrix, endonuclease activity, heparin binding, ribonuclease activity"	skin	bd_ctl	up
comp363288	NA	NA	NA	2.760255802	2.514271238	13.26695893	0.000270125	0.044861187	NA	NA	NA	skin	bd_ctl	up
comp351217	NA	NA	NA	2.746807674	2.792986491	15.61630573	7.76E-05	0.025135517	NA	NA	NA	skin	bd_ctl	up
comp332700	NA	NA	NA	2.736618585	0.960800501	13.839068	0.000199152	0.037563747	NA	NA	NA	skin	bd_ctl	up
comp314444	Iqsec1	IQEC1_MOUSE	IQ motif and SEC7 domain-containing protein 1	2.730108136	2.207458633	14.07859383	0.000175328	0.036366995	"GO:0051549, GO:0099149, GO:0008152, GO:0032012, GO:0099092"	"BP, BP, BP, BP, CC"	"positive regulation of keratinocyte migration, regulation of postsynaptic neurotransmitter receptor internalization, metabolic process, regulation of ARF protein signal transduction, postsynaptic density, intracellular component"	skin	bd_ctl	up
comp355380	NA	NA	NA	2.726088297	8.381431131	15.4310144	8.56E-05	0.026259354	NA	NA	NA	skin	bd_ctl	up
comp356434	NA	NA	NA	2.717812281	7.367912584	16.99729747	3.74E-05	0.016082382	NA	NA	NA	skin	bd_ctl	up
comp350217	DHX58	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	2.708215721	1.532383631	19.98658928	7.80E-06	0.006165045	"GO:0045824, GO:0032480, GO:0045087, GO:0039534, GO:1900245, GO:1900246, GO:0016032, GO:0039536, GO:0006952, GO:0032103, GO:0002833"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"negative regulation of innate immune response, negative regulation of type I interferon production, innate immune response, negative regulation of MDA-5 signaling pathway, positive regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, viral process, negative regulation of RIG-I signaling pathway, defense response, positive regulation of response to external stimulus, positive regulation of response to biotic stimulus"	skin	bd_ctl	up
comp364077	NA	NA	NA	2.70075222	4.389608473	24.59308902	7.08E-07	0.001044405	NA	NA	NA	skin	bd_ctl	up
comp349545	PGLYRP1	PGRP1_BOSIN	Peptidoglycan recognition protein 1	2.647589121	7.085938241	13.65852951	0.000219243	0.040119462	"GO:0042742, GO:0009253, GO:0050832, GO:0045087, GO:0008152, GO:0031640, GO:0006952, GO:0005576, GO:0061783, GO:0042834"	"BP, BP, BP, BP, BP, BP, BP, CC, MF, MF"	"defense response to bacterium, peptidoglycan catabolic process, defense response to fungus, innate immune response, metabolic process, killing of cells of other organism, defense response, extracellular region, peptidoglycan muralytic activity, peptidoglycan binding"	skin	bd_ctl	up
comp358204	HIGD1A	HIG1A_PONAB	"HIG1 domain family member 1A, mitochondrial"	2.605055488	8.457768028	19.18172174	1.19E-05	0.008388401	"GO:0071456, GO:0090201, GO:0001666, GO:0008152"	"BP, BP, BP, BP"	"cellular response to hypoxia, negative regulation of release of cytochrome c from mitochondria, response to hypoxia, metabolic process"	skin	bd_ctl	up
comp341426	NA	NA	NA	2.582046738	1.67199661	14.1160043	0.000171875	0.03627001	NA	NA	NA	skin	bd_ctl	up
comp363705	NA	NA	NA	2.506490799	4.115906207	22.74352244	1.85E-06	0.002084371	NA	NA	NA	skin	bd_ctl	up
comp356190	NA	NA	NA	2.431441851	7.522636643	14.96504732	0.000109521	0.027749571	NA	NA	NA	skin	bd_ctl	up
comp363382	NA	NA	NA	2.336149654	5.092243751	14.04492266	0.000178495	0.036366995	NA	NA	NA	skin	bd_ctl	up
comp360609	NA	NA	NA	2.286503447	0.956770327	14.93279832	0.000111409	0.027870629	NA	NA	NA	skin	bd_ctl	up
comp2758788	Tgm5	TGM5_MOUSE	Protein-glutamine gamma-glutamyltransferase 5 (EC 2.3.2.13) (Transglutaminase-5) (TGase-5)	2.235115254	0.853018616	13.95994536	0.000186747	0.036906828	"GO:0008152, GO:0003810"	"BP, MF"	"metabolic process, protein-glutamine gamma-glutamyltransferase activity"	skin	bd_ctl	up
comp276435	NA	NA	NA	2.225176729	0.868712656	13.83508426	0.000199575	0.037563747	NA	NA	NA	skin	bd_ctl	up
comp351428	BNIP3L	BNI3L_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L)	2.154011622	4.143057135	13.42808058	0.000247886	0.041994897	"GO:0016032, GO:0071456, GO:0010917, GO:0001666, GO:0008152, GO:0006952, GO:0005521"	"BP, BP, BP, BP, BP, BP, MF"	"viral process, cellular response to hypoxia, negative regulation of mitochondrial membrane potential, response to hypoxia, metabolic process, defense response, lamin binding"	skin	bd_ctl	up
comp352993	NA	NA	NA	2.142622357	1.647004508	16.05414128	6.16E-05	0.021342948	NA	NA	NA	skin	bd_ctl	up
comp339734	NA	NA	NA	2.134188737	1.226262244	13.08259588	0.000298052	0.048681025	NA	NA	NA	skin	bd_ctl	up
comp363177	NA	NA	NA	2.107615197	3.747566283	13.85311572	0.000197669	0.037563747	NA	NA	NA	skin	bd_ctl	up
comp363028	NA	NA	NA	2.09854444	3.989534181	14.61130977	0.000132119	0.031458708	NA	NA	NA	skin	bd_ctl	up
comp364402	TAP1	TAP1_GORGO	Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide transporter TAP1)	2.085057839	4.447369181	17.47174027	2.92E-05	0.015166037	"GO:0002474, GO:0002478, GO:0042287, GO:1904680"	"BP, BP, MF, MF"	"antigen processing and presentation of peptide antigen via MHC class I, antigen processing and presentation of exogenous peptide antigen, MHC protein binding, peptide transmembrane transporter activity"	skin	bd_ctl	up
comp365344	NA	NA	NA	2.052578509	5.602542678	16.13277106	5.91E-05	0.021219465	NA	NA	NA	skin	bd_ctl	up
comp362755	CD74	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD antigen CD74)	2.024730485	7.12148275	13.80631499	0.000202654	0.037783487	"GO:0002577, GO:0002478, GO:0046598, GO:0002367, GO:2000341, GO:0045060, GO:0002606, GO:0016032, GO:0060907, GO:0002830, GO:0045059, GO:0045655, GO:0002903, GO:0043518, GO:0008152, GO:0070374, GO:1902166, GO:0006952, GO:0002763, GO:0045581, GO:0001516, GO:0030593, GO:0032103, GO:0051085, GO:0012506, GO:0005576, GO:0042613, GO:0071556, GO:0030669, GO:0042287, GO:0023026, GO:0042609, GO:0050998, GO:0044183"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, MF, MF, MF, MF, MF"	"regulation of antigen processing and presentation, antigen processing and presentation of exogenous peptide antigen, positive regulation of viral entry into host cell, cytokine production involved in immune response, regulation of chemokine (C-X-C motif) ligand 2 production, negative thymic T cell selection, positive regulation of dendritic cell antigen processing and presentation, viral process, positive regulation of macrophage cytokine production, positive regulation of type 2 immune response, positive thymic T cell selection, regulation of monocyte differentiation, negative regulation of B cell apoptotic process, negative regulation of DNA damage response, signal transduction by p53 class mediator, metabolic process, positive regulation of ERK1 and ERK2 cascade, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, defense response, positive regulation of myeloid leukocyte differentiation, negative regulation of T cell differentiation, prostaglandin biosynthetic process, neutrophil chemotaxis, positive regulation of response to external stimulus, chaperone cofactor-dependent protein refolding, vesicle membrane, extracellular region, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, clathrin-coated endocytic vesicle membrane, MHC protein binding, MHC class II protein complex binding, CD4 receptor binding, nitric-oxide synthase binding, protein binding involved in protein folding"	skin	bd_ctl	up
comp354790	TAPBPL	TPSNR_HUMAN	Tapasin-related protein (TAPASIN-R) (TAP-binding protein-like) (TAP-binding protein-related protein) (TAPBP-R) (Tapasin-like)	1.987340225	3.073456487	13.1929398	0.000281006	0.046279304	"GO:0002474, GO:0002577"	"BP, BP"	"antigen processing and presentation of peptide antigen via MHC class I, regulation of antigen processing and presentation"	skin	bd_ctl	up
comp360778	IRF8	IRF8_HUMAN	Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP)	1.958816592	2.888588646	12.99091146	0.000313007	0.049886684	"GO:0042742, GO:0032496, GO:0045087, GO:0071346, GO:0044130, GO:0071222, GO:0008152, GO:0042832, GO:0032735, GO:0006952"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"defense response to bacterium, response to lipopolysaccharide, innate immune response, cellular response to interferon-gamma, negative regulation of growth of symbiont in host, cellular response to lipopolysaccharide, metabolic process, defense response to protozoan, positive regulation of interleukin-12 production, defense response"	skin	bd_ctl	up
comp363556	NA	NA	NA	1.897591615	4.79789739	19.85913766	8.34E-06	0.006336572	NA	NA	NA	skin	bd_ctl	up
comp360318	TANK	TANK_HUMAN	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	1.809883694	4.903754697	15.01691443	0.000106552	0.027474836	"GO:0071347, GO:0045087, GO:0071356, GO:0035666, GO:0016032, GO:1903003, GO:0008152, GO:0034612, GO:0006952"	"BP, BP, BP, BP, BP, BP, BP, BP, BP"	"cellular response to interleukin-1, innate immune response, cellular response to tumor necrosis factor, TRIF-dependent toll-like receptor signaling pathway, viral process, positive regulation of protein deubiquitination, metabolic process, response to tumor necrosis factor, defense response"	skin	bd_ctl	up
comp361365	NA	NA	NA	1.665490428	4.885660585	14.12537172	0.000171021	0.03627001	NA	NA	NA	skin	bd_ctl	up
comp360092	b2m	B2MG_ICTPU	Beta-2-microglobulin	1.608061306	9.643346522	13.63237833	0.000222318	0.040301428	"GO:0002474, GO:0042612, GO:0005576"	"BP, CC, CC"	"antigen processing and presentation of peptide antigen via MHC class I, MHC class I protein complex, extracellular region"	skin	bd_ctl	up
comp365038	MR1	HMR1_PONAB	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein)	1.594677313	8.554564873	14.6395239	0.000130156	0.031458708	"GO:0042742, GO:0002474, GO:0045087, GO:0002367, GO:0032620, GO:0006952, GO:0050829, GO:0042612"	"BP, BP, BP, BP, BP, BP, BP, CC"	"defense response to bacterium, antigen processing and presentation of peptide antigen via MHC class I, innate immune response, cytokine production involved in immune response, interleukin-17 production, defense response, defense response to Gram-negative bacterium, MHC class I protein complex"	skin	bd_ctl	up
comp958942	Art5	NAR5_MOUSE	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5) (YAC-2)	-6.855115617	0.526150172	17.28099047	3.22E-05	0.028842164	"GO:0018120, GO:0003956, GO:0003950"	"BP, MF, MF"	"peptidyl-arginine ADP-ribosylation, NAD(P)+-protein-arginine ADP-ribosyltransferase activity, NAD+ ADP-ribosyltransferase activity"	spleen	bd_ctl	down
